Interes,Tipo,MontoAsegurado,TipoPago,ModoPago,Fiador,Fiador2,OtroSeguro,Record,Edad,EstadoCivil,Fraude
12,Nacional,613561,A,Tarjeta,Si,No,No,R0,33,Soltero,No
17,Nacional,472652,A,Tarjeta,No,No,Si,R2,32,Soltero,No
17,Nacional,401439,A,Tarjeta,No,No,Si,R1,35,Soltero,No
17,Nacional,613561,A,Tarjeta,Si,Si,No,R0,40,Divorciado,No
17,Nacional,613561,A,Tarjeta,Si,No,No,R0,40,Soltero,No
17,Nacional,1068106,A,Tarjeta,Si,No,No,R0,35,Union,No
18,Nacional,462045,A,Tarjeta,No,No,Si,R1,35,Soltero,No
12,Nacional,613561,A,Tarjeta,Si,No,No,R0,34,Soltero,No
18,Nacional,497803,A,Tarjeta,No,No,No,R0,42,Soltero,No
12,Nacional,310530,A,Tarjeta,No,No,No,R0,34,Union,No
17,Nacional,1189318,A,Tarjeta,No,No,No,R0,36,Soltero,No
12,Nacional,916591,A,Tarjeta,No,No,Si,R1,34,Soltero,No
18,Nacional,462045,A,Tarjeta,No,No,No,R0,35,Soltero,No
17,Nacional,5159015,A,Tarjeta,Si,No,No,R0,43,Soltero,No
17,Nacional,946894,A,Tarjeta,No,No,No,R0,40,Soltero,No
17,Nacional,765076,A,Tarjeta,Si,No,No,R0,45,Divorciado,No
17,Nacional,1219621,A,Tarjeta,No,No,No,R0,47,Soltero,No
17,Nacional,916591,A,Tarjeta,No,No,Si,R2,37,Soltero,No
17,Nacional,401439,A,Tarjeta,No,No,No,R0,41,Soltero,No
18,Nacional,613561,A,Tarjeta,Si,Si,No,R0,35,Soltero,No
18,Nacional,310530,A,Tarjeta,No,No,No,R0,36,Soltero,No
17,Nacional,613561,A,Tarjeta,No,No,No,R0,38,Soltero,No
17,Nacional,825682,A,Tarjeta,Si,No,No,R0,36,Soltero,No
17,Nacional,462045,A,Tarjeta,Si,No,No,R0,36,Soltero,No
17,Nacional,765076,A,Tarjeta,No,No,No,R0,36,Soltero,No
17,Nacional,704470,A,Tarjeta,No,No,No,R0,32,Soltero,No
12,Nacional,977197,A,Tarjeta,No,No,No,R0,35,Soltero,No
12,Nacional,916591,A,Tarjeta,No,No,No,R0,39,Soltero,No
12,Nacional,310530,A,Tarjeta,Si,No,No,R0,37,Soltero,No
18,Nacional,916591,A,Tarjeta,No,No,No,R0,36,Soltero,No
18,Nacional,1219621,A,Tarjeta,Si,No,No,R0,41,Soltero,No
12,Nacional,2128712,A,Tarjeta,Si,Si,No,R0,39,Divorciado,No
12,Nacional,704470,A,Tarjeta,Si,Si,Si,R5,31,Soltero,No
17,Nacional,1401439,A,Tarjeta,Si,No,Si,R2,47,Divorciado,No
17,Nacional,310530,A,Tarjeta,No,No,No,R0,40,Soltero,No
18,Nacional,310530,A,Tarjeta,Si,No,Si,R5,37,Soltero,No
18,Nacional,537803,A,Cajas,Si,No,No,R0,32,Soltero,No
17,Nacional,1674167,A,Tarjeta,No,No,No,R0,45,Soltero,No
13,Nacional,1674167,A,Tarjeta,Si,Si,No,R0,36,Soltero,No
18,Nacional,1399621,A,Tarjeta,No,No,No,R0,38,Soltero,No
17,Nacional,371136,A,Tarjeta,No,No,No,R0,35,Soltero,No
18,Nacional,884773,A,Tarjeta,Si,No,Si,R1,33,Soltero,No
18,Nacional,174167,A,Tarjeta,No,No,Si,R2,39,Union,No
18,Nacional,2436894,A,Tarjeta,Si,Si,No,R0,40,Soltero,No
13,Nacional,310530,A,Tarjeta,No,No,No,R0,34,Soltero,No
13,Nacional,310530,A,Tarjeta,No,No,Si,R4,33,Soltero,No
18,Nacional,462045,A,Tarjeta,No,No,Si,R2,35,Soltero,No
13,Nacional,938106,A,Tarjeta,Si,No,No,R0,37,Soltero,No
12,Nacional,810530,A,Tarjeta,Si,No,No,R0,33,Soltero,No
18,Nacional,765076,A,Tarjeta,Si,No,No,R0,36,Soltero,No
18,Nacional,698106,A,Tarjeta,No,No,No,R0,50,Soltero,No
18,Nacional,619621,A,Tarjeta,No,No,No,R0,36,Soltero,No
18,Nacional,551136,A,Tarjeta,No,No,Si,R2,34,Soltero,No
13,Nacional,707500,A,Tarjeta,No,No,No,R0,36,Soltero,No
18,Nacional,634773,A,Tarjeta,Si,No,No,R0,44,Soltero,No
13,Nacional,613561,A,Tarjeta,Si,No,No,R0,36,Soltero,No
18,Nacional,916591,A,Tarjeta,Si,No,No,R0,39,Soltero,No
18,Nacional,704470,A,Tarjeta,Si,Si,No,R0,37,Soltero,No
18,Nacional,371136,A,Tarjeta,No,No,No,R0,43,Soltero,No
18,Nacional,310530,A,Tarjeta,Si,No,No,R0,38,Soltero,No
18,Nacional,637803,A,Tarjeta,Si,No,No,R0,36,Soltero,No
13,Nacional,916591,A,Tarjeta,No,No,No,R0,36,Soltero,No
13,Nacional,748712,A,Tarjeta,No,No,No,R0,35,Soltero,No
18,Nacional,416591,A,Tarjeta,Si,No,No,R0,44,Soltero,No
18,Nacional,664773,A,Tarjeta,No,No,No,R0,41,Soltero,No
18,Nacional,431742,A,Tarjeta,Si,Si,No,R0,34,Soltero,No
18,Nacional,522652,A,Tarjeta,No,No,Si,R1,35,Soltero,No
18,Nacional,310530,A,Tarjeta,Si,No,No,R0,35,Soltero,No
18,Nacional,791136,A,Tarjeta,No,No,Si,R1,34,Soltero,No
18,Nacional,310530,A,Tarjeta,Si,No,No,R0,43,Soltero,No
13,Nacional,416591,A,Tarjeta,Si,No,No,R0,36,Soltero,No
18,Nacional,310530,A,Tarjeta,Si,Si,No,R0,38,Soltero,No
18,Nacional,613561,A,Tarjeta,No,No,Si,R2,32,Soltero,No
18,Nacional,606591,A,Tarjeta,Si,Si,Si,R2,36,Union,No
18,Nacional,383258,A,Tarjeta,No,No,No,R0,33,Soltero,No
13,Nacional,371136,A,Tarjeta,Si,No,No,R0,35,Soltero,No
18,Nacional,319621,A,Tarjeta,Si,No,No,R0,35,Soltero,No
18,Nacional,310530,A,Tarjeta,No,No,No,R0,40,Union,No
18,Nacional,310530,A,Tarjeta,No,No,No,R0,42,Soltero,No
13,Nacional,613561,A,Tarjeta,Si,No,No,R0,31,Soltero,No
18,Nacional,859318,A,Tarjeta,No,No,No,R0,45,Soltero,No
18,Nacional,280227,A,Tarjeta,No,No,No,R0,35,Soltero,No
18,Nacional,321136,A,Tarjeta,No,No,No,R0,44,Soltero,No
18,Nacional,310530,A,Tarjeta,Si,Si,No,R0,36,Soltero,No
18,Nacional,310530,A,Tarjeta,No,No,Si,R1,33,Soltero,No
18,Nacional,1134773,A,Tarjeta,No,No,No,R0,39,Union,No
18,Nacional,946894,A,Tarjeta,No,No,Si,R2,38,Soltero,No
18,Nacional,310530,A,Tarjeta,No,No,Si,R1,34,Soltero,No
18,Nacional,310530,A,Tarjeta,Si,Si,No,R0,34,Soltero,No
18,Nacional,1040530,A,Tarjeta,No,No,Si,R2,39,Soltero,No
18,Nacional,537803,A,Tarjeta,Si,No,No,R0,39,Soltero,No
18,Nacional,1025985,A,Tarjeta,No,No,No,R0,40,Divorciado,No
18,Nacional,462045,A,Tarjeta,No,No,Si,R1,47,Soltero,No
18,Nacional,674167,A,Tarjeta,No,No,No,R0,34,Soltero,No
13,Nacional,1522652,A,Tarjeta,Si,No,No,R0,43,Soltero,No
18,Nacional,977197,A,Tarjeta,Si,No,No,R0,40,Soltero,No
18,Nacional,462045,A,Tarjeta,Si,No,No,R0,38,Soltero,No
18,Nacional,1343561,A,Tarjeta,No,No,No,R0,34,Soltero,No
18,Nacional,1219621,A,Tarjeta,No,No,No,R0,35,Soltero,No
18,Nacional,916591,A,Tarjeta,Si,No,No,R0,38,Soltero,No
18,Nacional,1040833,A,Tarjeta,No,No,No,R0,40,Soltero,No
18,Nacional,633258,A,Tarjeta,No,No,No,R0,45,Soltero,No
18,Nacional,779924,A,Tarjeta,Si,No,No,R0,37,Union,No
18,Nacional,159015,A,Tarjeta,No,No,Si,R2,34,Soltero,No
18,Nacional,304470,A,Tarjeta,No,No,No,R0,34,Soltero,No
18,Nacional,613561,A,Tarjeta,No,No,No,R0,32,Soltero,No
18,Nacional,613561,A,Tarjeta,Si,Si,No,R0,44,Soltero,No
18,Nacional,522652,A,Tarjeta,No,No,No,R0,35,Soltero,No
13,Nacional,477197,A,Tarjeta,No,No,No,R0,31,Soltero,No
18,Nacional,462045,A,Tarjeta,No,No,No,R0,36,Soltero,No
13,Nacional,2371439,A,Tarjeta,No,No,No,R0,37,Soltero,No
13,Nacional,916591,A,Tarjeta,Si,No,No,R0,35,Soltero,No
18,Nacional,462045,A,Tarjeta,Si,No,No,R0,39,Soltero,No
18,Nacional,1219621,A,Tarjeta,No,No,No,R0,37,Soltero,No
18,Nacional,1188106,A,Tarjeta,No,No,No,R0,35,Soltero,No
18,Nacional,855985,A,Tarjeta,No,No,Si,R1,33,Soltero,No
18,Nacional,310530,A,Tarjeta,No,No,No,R0,34,Soltero,No
18,Nacional,1739858,A,Tarjeta,Si,No,No,R0,41,Soltero,No
18,Nacional,1509924,A,Tarjeta,Si,No,No,R0,38,Soltero,No
18,Nacional,582045,A,Tarjeta,No,No,No,R0,33,Soltero,No
18,Nacional,716288,A,Tarjeta,No,No,No,R0,37,Soltero,No
18,Nacional,477197,A,Tarjeta,Si,No,No,R0,35,Soltero,No
18,Nacional,1037803,A,Tarjeta,No,No,No,R0,34,Soltero,No
18,Nacional,322652,A,Tarjeta,No,No,No,R0,38,Soltero,No
18,Nacional,319621,A,Tarjeta,No,No,No,R0,36,Soltero,No
18,Nacional,322652,A,Tarjeta,Si,Si,No,R0,45,Soltero,No
18,Nacional,310530,A,Tarjeta,Si,No,No,R0,38,Soltero,No
18,Nacional,375682,A,Tarjeta,Si,Si,No,R0,35,Soltero,No
18,Nacional,613561,A,Tarjeta,No,No,No,R0,34,Soltero,No
18,Nacional,2431742,A,Tarjeta,Si,No,No,R0,43,Soltero,No
13,Nacional,371136,A,Tarjeta,Si,No,No,R0,36,Soltero,No
18,Nacional,783561,A,Tarjeta,Si,No,No,R0,39,Soltero,No
18,Nacional,916591,A,Tarjeta,No,No,No,R0,39,Soltero,No
18,Nacional,552955,A,Tarjeta,Si,No,No,R0,34,Soltero,No
18,Nacional,189318,A,Tarjeta,Si,Si,No,R0,41,Divorciado,No
18,Nacional,522652,A,Tarjeta,No,No,Si,R2,35,Soltero,No
18,Nacional,575682,A,Tarjeta,No,No,No,R0,33,Soltero,No
13,Nacional,1666894,A,Tarjeta,No,No,No,R0,45,Soltero,No
18,Nacional,782045,A,Tarjeta,No,No,No,R0,32,Soltero,No
18,Nacional,310530,A,Tarjeta,No,No,No,R0,49,Soltero,No
18,Nacional,643864,A,Tarjeta,No,No,Si,R1,36,Soltero,No
18,Nacional,310530,A,Tarjeta,Si,Si,Si,R2,42,Soltero,No
18,Nacional,340833,A,Tarjeta,No,No,No,R0,33,Soltero,No
18,Nacional,340833,A,Tarjeta,Si,No,No,R0,31,Soltero,No
13,Nacional,174167,A,Tarjeta,No,No,No,R0,37,Soltero,No
17,Nacional,635076,A,Tarjeta,Si,No,No,R0,43,Divorciado,No
17,Nacional,613561,A,Tarjeta,Si,Si,Si,R2,38,Soltero,No
12,Nacional,174167,A,Tarjeta,No,No,Si,R2,32,Soltero,No
17,Nacional,462045,A,Tarjeta,No,No,Si,R2,32,Soltero,No
17,Nacional,1516894,A,Tarjeta,Si,No,No,R0,34,Soltero,No
12,Nacional,795379,A,Tarjeta,No,No,No,R0,34,Soltero,No
12,Nacional,1371136,A,Tarjeta,Si,No,No,R0,38,Soltero,No
17,Nacional,789318,A,Tarjeta,No,No,No,R0,35,Soltero,No
17,Nacional,633258,A,Tarjeta,No,No,Si,R2,33,Soltero,No
12,Nacional,224167,A,Tarjeta,Si,Si,No,R0,37,Soltero,No
12,Nacional,2161015,A,Tarjeta,No,No,No,R0,37,Soltero,No
17,Nacional,2549318,A,Tarjeta,No,No,No,R0,37,Soltero,No
17,Nacional,1901742,A,Tarjeta,Si,Si,No,R0,38,Soltero,No
17,Nacional,1265076,A,Tarjeta,Si,No,No,R0,38,Soltero,No
17,Nacional,1674167,A,Tarjeta,Si,No,No,R0,39,Soltero,No
17,Nacional,340833,A,Tarjeta,Si,No,No,R0,32,Soltero,No
17,Nacional,189318,A,Tarjeta,Si,Si,No,R0,49,Soltero,No
17,Nacional,310530,A,Tarjeta,No,No,Si,R2,36,Soltero,No
17,Nacional,916591,A,Tarjeta,No,No,No,R0,31,Soltero,No
17,Nacional,632348,A,Tarjeta,No,No,No,R0,37,Soltero,No
17,Nacional,371136,A,Tarjeta,No,No,No,R0,32,Soltero,No
12,Nacional,710833,A,Tarjeta,Si,Si,No,R0,36,Divorciado,No
17,Nacional,1219621,A,Tarjeta,Si,No,No,R0,45,Soltero,No
17,Nacional,613561,A,Tarjeta,No,No,No,R0,34,Soltero,No
17,Nacional,548712,A,Tarjeta,No,No,No,R0,34,Soltero,No
17,Nacional,1522652,A,Tarjeta,Si,Si,No,R0,35,Soltero,No
17,Nacional,1692348,A,Tarjeta,Si,No,No,R0,39,Soltero,No
17,Nacional,613561,A,Tarjeta,No,No,Si,R1,37,Soltero,No
17,Nacional,1371136,A,Tarjeta,Si,Si,No,R0,39,Soltero,No
17,Nacional,522652,A,Tarjeta,No,No,No,R0,37,Soltero,No
17,Nacional,1872348,A,Tarjeta,Si,No,No,R0,40,Soltero,No
17,Nacional,386288,A,Tarjeta,Si,No,No,R0,38,Soltero,No
17,Nacional,462045,A,Tarjeta,No,No,No,R0,21,NoAplica,No
17,Nacional,1375682,A,Tarjeta,No,No,No,R0,41,Soltero,No
17,Nacional,946894,A,Tarjeta,Si,No,No,R0,42,Divorciado,No
17,Nacional,1416591,A,Tarjeta,Si,No,No,R0,52,Soltero,No
13,Nacional,522652,A,Tarjeta,No,No,No,R0,39,Soltero,No
12,Nacional,613561,A,Tarjeta,Si,Si,Si,R1,39,Soltero,No
17,Nacional,401439,A,Tarjeta,Si,No,No,R0,37,Soltero,No
17,Nacional,310530,A,Tarjeta,Si,No,No,R0,31,Soltero,No
12,Nacional,613561,A,Tarjeta,No,No,No,R0,33,Soltero,No
17,Nacional,946894,A,Tarjeta,Si,No,No,R0,37,Soltero,No
12,Nacional,1855985,A,Tarjeta,Si,No,No,R0,34,Soltero,No
17,Nacional,1673258,A,Tarjeta,No,No,No,R0,35,Soltero,No
17,Nacional,855985,A,Tarjeta,Si,Si,No,R0,33,Soltero,No
17,Nacional,1045682,A,Tarjeta,Si,Si,Si,R1,42,Soltero,No
17,Nacional,507500,A,Tarjeta,Si,No,No,R0,36,Soltero,No
17,Nacional,916591,A,Tarjeta,Si,No,No,R0,37,Soltero,No
12,Nacional,310530,A,Tarjeta,Si,Si,No,R0,37,Soltero,No
17,Nacional,1219621,A,Tarjeta,Si,No,No,R0,43,Soltero,No
12,Nacional,1371136,A,Tarjeta,No,No,No,R0,37,Soltero,No
17,Nacional,1371136,A,Tarjeta,Si,No,No,R0,47,Soltero,No
12,Nacional,613561,A,Tarjeta,Si,No,No,R0,33,Soltero,No
17,Nacional,763258,A,Tarjeta,Si,Si,No,R0,45,Soltero,No
17,Nacional,643864,A,Tarjeta,No,No,No,R0,37,Soltero,No
12,Nacional,219621,A,Tarjeta,Si,Si,No,R0,33,Soltero,No
17,Nacional,537803,A,Tarjeta,Si,Si,No,R0,33,Soltero,No
17,Nacional,2089318,A,Tarjeta,Si,No,Si,R1,34,Soltero,No
17,Nacional,234773,A,Tarjeta,No,No,No,R0,38,Soltero,No
17,Nacional,690833,A,Tarjeta,No,No,No,R0,41,Soltero,No
17,Nacional,945379,A,Tarjeta,No,No,No,R0,38,Soltero,No
17,Nacional,1145076,A,Tarjeta,Si,Si,No,R0,33,Soltero,No
17,Nacional,916591,A,Tarjeta,No,No,No,R0,39,Soltero,No
17,Nacional,219621,A,Tarjeta,No,No,No,R0,32,Soltero,No
17,Nacional,1016591,A,Tarjeta,Si,No,No,R0,38,Soltero,No
17,Nacional,195379,A,Tarjeta,No,No,No,R0,39,Soltero,No
17,Nacional,916591,A,Tarjeta,Si,No,No,R0,34,Soltero,No
17,Nacional,1277500,A,Tarjeta,Si,No,No,R0,39,Soltero,No
17,Nacional,1371136,A,Tarjeta,Si,No,No,R0,35,Soltero,No
17,Nacional,319924,A,Tarjeta,Si,No,No,R0,38,Soltero,No
17,Nacional,310530,A,Tarjeta,Si,No,No,R0,45,Soltero,No
17,Nacional,462045,A,Tarjeta,No,No,No,R0,35,Soltero,No
17,Nacional,257500,A,Tarjeta,No,No,No,R0,34,Soltero,No
12,Nacional,631136,A,Tarjeta,No,No,No,R0,33,Soltero,No
17,Nacional,765076,A,Tarjeta,No,No,No,R0,33,Soltero,No
17,Nacional,462045,A,Tarjeta,Si,No,No,R0,45,Soltero,No
17,Nacional,916591,A,Tarjeta,No,No,Si,R1,34,Soltero,No
18,Nacional,776288,A,Tarjeta,No,No,No,R0,32,Soltero,No
12,Nacional,613561,A,Tarjeta,Si,Si,Si,R2,34,Soltero,No
12,Nacional,310530,A,Tarjeta,No,No,Si,R5,33,Soltero,No
17,Nacional,340833,A,Tarjeta,Si,No,No,R0,42,Soltero,No
17,Nacional,916591,A,Tarjeta,No,No,No,R0,36,Soltero,No
17,Nacional,613561,A,Tarjeta,Si,No,No,R0,37,Soltero,No
17,Nacional,462045,A,Tarjeta,No,No,No,R0,33,Soltero,No
17,Nacional,689318,A,Tarjeta,Si,No,No,R0,33,Soltero,No
17,Nacional,507500,A,Tarjeta,Si,Si,No,R0,33,Soltero,No
17,Nacional,795379,A,Tarjeta,Si,No,No,R0,36,Soltero,No
17,Nacional,249924,A,Tarjeta,No,No,No,R0,45,Soltero,No
17,Nacional,340833,A,Tarjeta,Si,No,No,R0,42,Soltero,No
17,Nacional,310530,A,Tarjeta,Si,No,No,R0,36,Soltero,No
17,Nacional,462045,A,Tarjeta,No,No,No,R0,39,Soltero,No
12,Nacional,174167,A,Tarjeta,No,No,No,R0,32,Soltero,No
12,Nacional,1522652,A,Tarjeta,Si,No,No,R0,37,Soltero,No
17,Nacional,2193864,A,Tarjeta,Si,No,No,R0,42,Soltero,No
17,Nacional,789318,A,Tarjeta,Si,Si,No,R0,39,Soltero,No
17,Nacional,195076,A,Tarjeta,No,No,No,R0,36,Soltero,No
17,Nacional,319924,A,Tarjeta,Si,No,No,R0,42,Soltero,No
12,Nacional,446894,A,Tarjeta,No,No,No,R0,36,Soltero,No
17,Nacional,613561,A,Tarjeta,No,No,Si,R2,38,Union,No
17,Nacional,340833,A,Tarjeta,No,No,Si,R2,32,Soltero,No
17,Nacional,462045,A,Tarjeta,No,No,No,R0,32,Soltero,No
17,Nacional,310530,A,Tarjeta,No,No,No,R0,34,Soltero,No
17,Nacional,613561,A,Tarjeta,Si,No,No,R0,32,Soltero,No
12,Nacional,916591,A,Tarjeta,Si,No,No,R0,31,Soltero,No
17,Nacional,539318,A,Tarjeta,No,No,No,R0,31,Soltero,No
17,Nacional,310530,A,Tarjeta,Si,No,No,R0,37,Soltero,No
17,Nacional,174167,A,Tarjeta,Si,No,No,R0,35,Soltero,No
17,Nacional,1246591,A,Tarjeta,No,No,No,R0,35,Soltero,No
17,Nacional,765076,A,Tarjeta,Si,Si,No,R0,33,Soltero,No
17,Nacional,583258,A,Tarjeta,No,No,No,R0,34,Soltero,No
17,Nacional,462045,A,Tarjeta,Si,No,No,R0,32,Soltero,No
17,Nacional,916591,A,Tarjeta,No,No,No,R0,39,Soltero,No
17,Nacional,462045,A,Tarjeta,No,No,Si,R1,35,Soltero,No
17,Nacional,492348,A,Tarjeta,Si,No,No,R0,34,Soltero,No
12,Nacional,537803,A,Tarjeta,No,No,No,R0,32,Soltero,No
12,Nacional,613561,A,Tarjeta,Si,No,No,R0,32,Soltero,No
12,Nacional,1083258,A,Tarjeta,Si,No,No,R0,33,Soltero,No
17,Nacional,401439,A,Tarjeta,No,No,No,R0,32,Soltero,No
11,Nacional,749924,A,Tarjeta,No,No,No,R0,35,Soltero,No
17,Nacional,765076,A,Tarjeta,Si,Si,No,R0,47,Soltero,No
17,Nacional,310530,A,Tarjeta,No,No,No,R0,38,Soltero,No
17,Nacional,174167,A,Tarjeta,Si,Si,No,R0,48,Divorciado,No
17,Nacional,890530,A,Tarjeta,Si,No,No,R0,36,Soltero,No
17,Nacional,1522652,A,Tarjeta,No,No,No,R0,37,Soltero,No
17,Nacional,401439,A,Tarjeta,No,No,No,R0,35,Soltero,No
12,Nacional,613561,A,Tarjeta,Si,No,No,R0,33,Soltero,No
17,Nacional,219621,A,Tarjeta,No,No,Si,R1,35,Union,No
17,Nacional,613561,A,Tarjeta,Si,No,No,R0,43,Union,No
17,Nacional,462045,A,Tarjeta,No,No,No,R0,38,Soltero,No
17,Nacional,613561,A,Tarjeta,No,No,No,R0,46,Soltero,No
17,Nacional,310530,A,Tarjeta,No,No,Si,R1,35,Soltero,No
17,Nacional,2431742,A,Tarjeta,No,No,No,R0,48,Soltero,No
17,Nacional,462045,A,Tarjeta,No,No,No,R0,33,Soltero,No
12,Nacional,462045,A,Tarjeta,No,No,No,R0,39,Soltero,No
12,Nacional,174167,A,Tarjeta,No,No,Si,R2,33,Soltero,No
17,Nacional,643864,A,Tarjeta,Si,No,No,R0,32,Soltero,No
17,Nacional,721136,A,Tarjeta,No,No,Si,R2,33,Soltero,No
17,Nacional,310530,A,Tarjeta,Si,No,No,R0,35,Soltero,No
17,Nacional,628106,A,Tarjeta,No,No,No,R0,38,Soltero,No
17,Nacional,371136,A,Tarjeta,No,No,No,R0,35,Soltero,No
17,Nacional,674167,A,Tarjeta,Si,No,Si,R1,34,Soltero,No
17,Nacional,765076,A,Tarjeta,No,No,No,R0,43,Soltero,No
17,Nacional,174167,A,Tarjeta,No,No,No,R0,41,Soltero,No
12,Nacional,613561,A,Tarjeta,No,No,No,R0,35,Soltero,No
17,Nacional,289318,A,Tarjeta,No,No,No,R0,39,Soltero,No
12,Nacional,462045,A,Tarjeta,No,No,No,R0,35,Soltero,No
17,Nacional,462045,A,Tarjeta,No,No,No,R0,41,Soltero,No
17,Nacional,642536,A,Tarjeta,Si,No,No,R0,33,Soltero,No
12,Nacional,189318,A,Tarjeta,No,No,No,R0,32,Soltero,No
17,Nacional,174167,A,Tarjeta,No,No,No,R0,43,Soltero,No
12,Nacional,534773,A,Tarjeta,No,No,No,R0,32,Soltero,No
17,Nacional,613561,A,Tarjeta,Si,No,No,R0,41,Soltero,No
17,Nacional,704470,A,Tarjeta,No,No,No,R0,35,Soltero,No
17,Nacional,166591,A,Tarjeta,No,No,No,R0,41,Soltero,No
12,Nacional,249924,A,Tarjeta,No,No,Si,R2,32,Soltero,No
17,Nacional,916591,A,Tarjeta,No,No,Si,R1,32,Soltero,No
17,Nacional,174167,A,Tarjeta,No,No,No,R0,34,Soltero,No
17,Nacional,734773,A,Tarjeta,Si,Si,Si,R1,37,Union,No
17,Nacional,704470,A,Tarjeta,Si,No,No,R0,35,Soltero,No
17,Nacional,1219621,A,Tarjeta,Si,No,No,R0,39,Soltero,No
12,Nacional,704470,A,Tarjeta,No,No,No,R0,37,Union,No
17,Nacional,462045,A,Tarjeta,Si,Si,Si,R2,36,Soltero,No
17,Nacional,226258,A,Tarjeta,Si,Si,No,R0,37,Soltero,No
17,Nacional,462045,A,Tarjeta,No,No,No,R0,31,Soltero,No
17,Nacional,689318,A,Tarjeta,Si,No,No,R0,33,Soltero,No
17,Nacional,765076,A,Tarjeta,Si,No,No,R0,32,Soltero,No
17,Nacional,729318,A,Tarjeta,No,No,No,R0,35,Soltero,No
12,Nacional,2128712,A,Tarjeta,Si,No,No,R0,33,Soltero,No
17,Nacional,944773,A,Tarjeta,No,No,No,R0,37,Soltero,No
17,Nacional,659015,A,Tarjeta,No,No,No,R0,35,Soltero,No
17,Nacional,310530,A,Tarjeta,No,No,No,R0,31,Soltero,No
17,Nacional,572348,A,Tarjeta,No,No,No,R0,34,Soltero,No
12,Nacional,310530,A,Tarjeta,No,No,No,R0,31,Soltero,No
17,Nacional,371136,A,Tarjeta,Si,Si,No,R0,35,Soltero,No
12,Nacional,552955,A,Tarjeta,Si,No,No,R0,31,Soltero,No
17,Nacional,552955,A,Tarjeta,No,No,No,R0,33,Soltero,No
17,Nacional,340833,A,Tarjeta,No,No,No,R0,33,Soltero,No
17,Nacional,522652,A,Tarjeta,No,No,No,R0,33,Soltero,No
12,Nacional,522652,A,Tarjeta,No,No,No,R0,32,Soltero,No
12,Nacional,310530,A,Tarjeta,No,No,No,R0,33,Soltero,No
12,Nacional,1462045,A,Tarjeta,Si,Si,No,R0,36,Soltero,No
17,Nacional,401439,A,Tarjeta,No,No,Si,R6,32,Soltero,No
17,Nacional,249924,A,Tarjeta,Si,Si,No,R0,36,Soltero,No
18,Nacional,613561,A,Tarjeta,No,No,No,R0,32,Soltero,No
17,Nacional,916591,A,Tarjeta,Si,No,No,R0,37,Soltero,No
17,Nacional,492348,A,Tarjeta,No,No,Si,R2,37,Soltero,No
17,Nacional,310530,A,Tarjeta,No,No,No,R0,33,Soltero,No
17,Nacional,492348,A,Tarjeta,No,No,Si,R1,36,Soltero,No
12,Nacional,916591,A,Tarjeta,No,No,No,R0,35,Soltero,No
17,Nacional,462045,A,Tarjeta,No,No,No,R0,31,Soltero,No
17,Nacional,613561,A,Tarjeta,No,No,No,R0,42,Soltero,No
17,Nacional,2340833,A,Tarjeta,Si,Si,Si,R2,37,Soltero,No
12,Nacional,628712,A,Tarjeta,Si,No,No,R0,33,Soltero,No
17,Nacional,1004470,A,Tarjeta,Si,Si,No,R0,35,Soltero,No
17,Nacional,1522652,A,Tarjeta,Si,No,No,R0,38,Soltero,No
17,Nacional,1371136,A,Tarjeta,Si,Si,No,R0,34,Soltero,No
18,Nacional,310530,A,Tarjeta,No,No,No,R0,35,Soltero,No
12,Nacional,1068106,A,Tarjeta,Si,No,Si,R1,34,Soltero,No
18,Nacional,613561,A,Tarjeta,No,No,No,R0,34,Soltero,No
17,Nacional,589318,A,Tarjeta,No,No,No,R0,38,Soltero,No
17,Nacional,632348,A,Tarjeta,No,No,No,R0,52,Soltero,No
17,Nacional,613561,A,Tarjeta,Si,No,No,R0,49,Soltero,No
12,Nacional,492348,A,Tarjeta,Si,No,No,R0,35,Soltero,No
17,Nacional,174167,A,Tarjeta,No,No,No,R0,35,Soltero,No
12,Nacional,568106,A,Tarjeta,No,No,No,R0,32,Soltero,No
17,Nacional,1577149,A,Tarjeta,No,No,No,R0,34,Soltero,No
17,Nacional,613561,A,Tarjeta,Si,No,Si,R6,33,Soltero,No
18,Nacional,674167,A,Tarjeta,No,No,No,R0,42,Soltero,No
18,Nacional,462045,A,Tarjeta,No,No,No,R0,44,Soltero,No
12,Nacional,1340833,A,Tarjeta,Si,Si,No,R0,37,Union,No
17,Nacional,310530,A,Tarjeta,Si,No,No,R0,40,Union,No
18,Nacional,3037803,A,Tarjeta,Si,No,No,R0,37,Soltero,No
12,Nacional,916591,A,Tarjeta,Si,No,No,R0,32,Soltero,No
18,Nacional,613561,A,Tarjeta,No,No,No,R0,35,Soltero,No
18,Nacional,476591,A,Tarjeta,Si,Si,Si,R2,37,Soltero,No
12,Nacional,2159015,A,Tarjeta,Si,Si,No,R0,41,Soltero,No
17,Nacional,462045,A,Tarjeta,Si,Si,No,R0,35,Soltero,No
17,Nacional,613561,A,Tarjeta,No,No,No,R0,35,Soltero,No
17,Nacional,685379,A,Tarjeta,No,No,Si,R1,33,Soltero,No
18,Nacional,1825682,A,Tarjeta,Si,No,Si,R1,35,Soltero,No
17,Nacional,916591,A,Tarjeta,No,No,No,R0,38,Divorciado,No
12,Nacional,916591,A,Tarjeta,No,No,No,R0,33,Soltero,No
